x,y,z,user_idx,scene,los,channel,cam_right,cam_mid,cam_left,cam_select,radar
312.899993896484,5.61999988555908,3.45000004768372,0,41,1,./wireless/1.mat,./RGB_images/cam4/40.jpg,./RGB_images/cam5/40.jpg,./RGB_images/cam6/40.jpg,1,./radar/40.mat
312.890014648438,5.61999988555908,3.45000004768372,0,42,1,./wireless/2.mat,./RGB_images/cam4/41.jpg,./RGB_images/cam5/41.jpg,./RGB_images/cam6/41.jpg,1,./radar/41.mat
312.859985351562,5.61999988555908,3.45000004768372,0,43,1,./wireless/3.mat,./RGB_images/cam4/42.jpg,./RGB_images/cam5/42.jpg,./RGB_images/cam6/42.jpg,1,./radar/42.mat
312.829986572266,5.61999988555908,3.45000004768372,0,44,1,./wireless/4.mat,./RGB_images/cam4/43.jpg,./RGB_images/cam5/43.jpg,./RGB_images/cam6/43.jpg,1,./radar/43.mat
312.779998779297,5.61999988555908,3.45000004768372,0,45,1,./wireless/5.mat,./RGB_images/cam4/44.jpg,./RGB_images/cam5/44.jpg,./RGB_images/cam6/44.jpg,1,./radar/44.mat
312.730010986328,5.61999988555908,3.45000004768372,0,46,1,./wireless/6.mat,./RGB_images/cam4/45.jpg,./RGB_images/cam5/45.jpg,./RGB_images/cam6/45.jpg,1,./radar/45.mat
312.660003662109,5.61999988555908,3.45000004768372,0,47,1,./wireless/7.mat,./RGB_images/cam4/46.jpg,./RGB_images/cam5/46.jpg,./RGB_images/cam6/46.jpg,1,./radar/46.mat
312.579986572266,5.61999988555908,3.45000004768372,0,48,1,./wireless/8.mat,./RGB_images/cam4/47.jpg,./RGB_images/cam5/47.jpg,./RGB_images/cam6/47.jpg,1,./radar/47.mat
312.5,5.61999988555908,3.45000004768372,0,49,1,./wireless/9.mat,./RGB_images/cam4/48.jpg,./RGB_images/cam5/48.jpg,./RGB_images/cam6/48.jpg,1,./radar/48.mat
312.399993896484,5.61999988555908,3.45000004768372,0,50,1,./wireless/10.mat,./RGB_images/cam4/49.jpg,./RGB_images/cam5/49.jpg,./RGB_images/cam6/49.jpg,1,./radar/49.mat
312.290008544922,5.61999988555908,3.45000004768372,0,51,1,./wireless/11.mat,./RGB_images/cam4/50.jpg,./RGB_images/cam5/50.jpg,./RGB_images/cam6/50.jpg,1,./radar/50.mat
312.179992675781,5.61999988555908,3.45000004768372,0,52,1,./wireless/12.mat,./RGB_images/cam4/51.jpg,./RGB_images/cam5/51.jpg,./RGB_images/cam6/51.jpg,1,./radar/51.mat
312.049987792969,5.61999988555908,3.45000004768372,0,53,1,./wireless/13.mat,./RGB_images/cam4/52.jpg,./RGB_images/cam5/52.jpg,./RGB_images/cam6/52.jpg,1,./radar/52.mat
311.920013427734,5.61999988555908,3.45000004768372,0,54,1,./wireless/14.mat,./RGB_images/cam4/53.jpg,./RGB_images/cam5/53.jpg,./RGB_images/cam6/53.jpg,1,./radar/53.mat
311.790008544922,5.61999988555908,3.45000004768372,0,55,1,./wireless/15.mat,./RGB_images/cam4/54.jpg,./RGB_images/cam5/54.jpg,./RGB_images/cam6/54.jpg,1,./radar/54.mat
311.640014648438,5.61999988555908,3.45000004768372,0,56,1,./wireless/16.mat,./RGB_images/cam4/55.jpg,./RGB_images/cam5/55.jpg,./RGB_images/cam6/55.jpg,1,./radar/55.mat
311.489990234375,5.61999988555908,3.45000004768372,0,57,1,./wireless/17.mat,./RGB_images/cam4/56.jpg,./RGB_images/cam5/56.jpg,./RGB_images/cam6/56.jpg,1,./radar/56.mat
311.329986572266,5.61999988555908,3.45000004768372,0,58,1,./wireless/18.mat,./RGB_images/cam4/57.jpg,./RGB_images/cam5/57.jpg,./RGB_images/cam6/57.jpg,1,./radar/57.mat
311.149993896484,5.61999988555908,3.45000004768372,0,59,1,./wireless/19.mat,./RGB_images/cam4/58.jpg,./RGB_images/cam5/58.jpg,./RGB_images/cam6/58.jpg,1,./radar/58.mat
310.970001220703,5.61999988555908,3.45000004768372,0,60,1,./wireless/20.mat,./RGB_images/cam4/59.jpg,./RGB_images/cam5/59.jpg,./RGB_images/cam6/59.jpg,1,./radar/59.mat
310.779998779297,5.61999988555908,3.45000004768372,0,61,1,./wireless/21.mat,./RGB_images/cam4/60.jpg,./RGB_images/cam5/60.jpg,./RGB_images/cam6/60.jpg,1,./radar/60.mat
310.579986572266,5.61999988555908,3.45000004768372,0,62,1,./wireless/22.mat,./RGB_images/cam4/61.jpg,./RGB_images/cam5/61.jpg,./RGB_images/cam6/61.jpg,1,./radar/61.mat
310.369995117188,5.61999988555908,3.45000004768372,0,63,1,./wireless/23.mat,./RGB_images/cam4/62.jpg,./RGB_images/cam5/62.jpg,./RGB_images/cam6/62.jpg,1,./radar/62.mat
310.149993896484,5.61999988555908,3.45000004768372,0,64,1,./wireless/24.mat,./RGB_images/cam4/63.jpg,./RGB_images/cam5/63.jpg,./RGB_images/cam6/63.jpg,1,./radar/63.mat
309.929992675781,5.61999988555908,3.45000004768372,0,65,1,./wireless/25.mat,./RGB_images/cam4/64.jpg,./RGB_images/cam5/64.jpg,./RGB_images/cam6/64.jpg,1,./radar/64.mat
309.690002441406,5.61999988555908,3.45000004768372,0,66,1,./wireless/26.mat,./RGB_images/cam4/65.jpg,./RGB_images/cam5/65.jpg,./RGB_images/cam6/65.jpg,1,./radar/65.mat
309.440002441406,5.61999988555908,3.45000004768372,0,67,1,./wireless/27.mat,./RGB_images/cam4/66.jpg,./RGB_images/cam5/66.jpg,./RGB_images/cam6/66.jpg,1,./radar/66.mat
309.190002441406,5.61999988555908,3.45000004768372,0,68,1,./wireless/28.mat,./RGB_images/cam4/67.jpg,./RGB_images/cam5/67.jpg,./RGB_images/cam6/67.jpg,1,./radar/67.mat
308.920013427734,5.61999988555908,3.45000004768372,0,69,1,./wireless/29.mat,./RGB_images/cam4/68.jpg,./RGB_images/cam5/68.jpg,./RGB_images/cam6/68.jpg,1,./radar/68.mat
